0	0.1031397633897331	0.6763193473287591	0.7606743195870591	0.06004549505096615	0.9968064682564244	-0.05264411995885333	-0.9963771734945782	0.06303466634378749	0.05708904428946442	0.06022513315088426	0.04902545951936438	0.9969801591084343
0.02	0.1035465739057099	0.6768048964845774	0.7549148898001989	0.05980102754391386	0.997266793384197	-0.04339101194825659	-0.9968183953433809	0.06195595594330044	0.05014525130257862	0.05269652559456872	0.04025422134824462	0.997798914538349
0.04	0.1039369581729407	0.6773528703285349	0.7491907560559653	0.05938187294246419	0.9976837941569995	-0.033178909601428	-0.9972328675825107	0.06077866822625987	0.04280842559363091	0.04472584240691554	0.03054505467562502	0.998532222142008
0.06	0.1043222099298513	0.6779504669611349	0.743493772345314	0.05883189214942824	0.9980185554512013	-0.02231079203470253	-0.9976054946795813	0.05959221734703735	0.03510049311294856	0.0363604930003263	0.02019234029925994	0.9991347176142029
0.08	0.1047125968523835	0.6785865678502572	0.7378171175207704	0.0581876176012014	0.9982443534080355	-0.01106399777971947	-0.9979223681436639	0.058468788783997	0.02706192706875811	0.02766131443801689	0.009466341801645396	0.9995725286623559
0.1	0.105117360553997	0.6792517378311553	0.7321552952964041	0.05747854784348275	0.9983466933107534	0.0003106336899893401	-0.9981714957661689	0.05746262580175147	0.01875397760204921	0.01870512169794048	-0.001388017093827013	0.9998240804415617
0.12	0.1055444259978935	0.6799382402270767	0.7265042040103218	0.05672746767059364	0.998322397410397	0.01159246481301657	-0.9983437406899358	0.05660962198523863	0.01025310313594936	0.009579657452634978	-0.01215489726191125	0.9998802371462525
0.14	0.1060014342077821	0.6806399430088776	0.7208608707258504	0.05595277152862214	0.9981781624625931	0.02257528163872187	-0.9984333322505421	0.0559291687451822	0.001676047300509227	0.0004103770783806006	-0.02263369316472011	0.9997437409278347
0.16	0.1064948960503565	0.6813524476208108	0.7152236919914838	0.05516797964899564	0.9979290277051542	0.03307793350399015	-0.9984395507809334	0.05542288166646318	-0.006838685849881133	-0.00865779751531566	-0.0326490405866934	0.999429378541052
0.18	0.1070297629416964	0.6820731236197837	0.7095925423042588	0.05438159207946665	0.9975961270836406	0.0429489193184663	-0.9983673934338309	0.05507547763578095	-0.0151406568988756	-0.01746969292922565	-0.04205542760348729	0.9989625372545498
0.2	0.1076085760317511	0.6828010864441463	0.7039689488101444	0.05359609273615754	0.9972038188253852	0.0520768908776755	-0.9982272484245837	0.05485685519580948	-0.02308865393891626	-0.02588086834134969	-0.05074710984966611	0.9983761372828399
0.22	0.1082305989143225	0.683536989616377	0.6983561869494216	0.052807410591136	0.9967763401548885	0.06040120109803571	-0.9980331524129854	0.05472671630019952	-0.03057471516786575	-0.03378171208298688	-0.05866782960382674	0.9977058091934309
0.24	0.1088915014529386	0.6842825168419227	0.6927591211054819	0.05200640238964992	0.996334789554613	0.0679140724272623	-0.9978001773131698	0.05464162663839238	-0.03753796467739248	-0.04111131552622153	-0.06581245901408084	0.9969847441030538
0.26	0.1095834770685435	0.6850395804629921	0.6871838131567516	0.05118241979301527	0.9958949721284739	0.0746563084632348	-0.9975416643892452	0.05456331293298808	-0.04397127118143644	-0.04786426340879138	-0.07222222214113135	0.9962394104417526
0.28	0.1102960378353024	0.6858092539516472	0.6816368455018225	0.05032856423005425	0.9954667208652274	0.08070342788489777	-0.9972672420944965	0.05446622700436524	-0.04991470686226876	-0.05408404078634101	-0.07797074942400206	0.9954875583182752
0.3	0.111017277075011	0.6865905896803323	0.6761244502514334	0.04944759910963543	0.9950546623408504	0.08614611944849862	-0.996982059145585	0.05434306382089471	-0.05544010422423188	-0.05984737825609678	-0.08314475550688946	0.9947387802572007
0.32	0.1117353131809321	0.6873795341512483	0.6706515726732625	0.04855570890975157	0.99466000836955	0.0910703622621442	-0.9966872025068282	0.05420614816332011	-0.06063261383454978	-0.06524540973421	-0.08782460504655215	0.9939969191386022
