0.0000000000000000e+00	7.8841000000000006e-01	6.1490500000000003e-01	-1.7337999999999999e-02	7.8858456434313084e-01	6.1469065552246938e-01	-1.7023010694681893e-02	-6.2925399999999998e-01	7.7502400000000005e-01	5.8122000000000000e-02	-6.1296787217443749e-01	7.8797940886180295e-01	5.7955490609137253e-02	4.9188000000000003e-02	-3.4921000000000001e-02	9.9817900000000004e-01	4.9038480417900494e-02	-3.5268246669777063e-02	9.9817402200976102e-01
2.0000000000000000e-02	7.7538499999999999e-01	6.3094300000000003e-01	-2.6252999999999999e-02	7.7465796252164187e-01	6.3178091656989377e-01	-2.7530248090475249e-02	-6.3099200000000000e-01	7.7358600000000000e-01	5.8424999999999998e-02	-6.2973624533432293e-01	7.7466443935875307e-01	5.7682473119812443e-02	5.7172000000000001e-02	-2.8736999999999999e-02	9.9795100000000003e-01	5.7769389940068777e-02	-2.7347392034584989e-02	9.9795531850622399e-01
4.0000000000000001e-02	7.6617599999999997e-01	6.4141199999999998e-01	-3.9557000000000002e-02	7.6730146072725869e-01	6.4018177512858987e-01	-3.7626628323870079e-02	-6.3671699999999998e-01	7.6906500000000000e-01	5.5947999999999998e-02	-6.3794164346737947e-01	7.6796916506839719e-01	5.7042274098144323e-02	6.6308000000000006e-02	-1.7680000000000001e-02	9.9764299999999995e-01	6.5413514627743030e-02	-1.9765027127644882e-02	9.9766247589387136e-01
5.9999999999999998e-02	7.6484500000000000e-01	6.4219499999999996e-01	-5.0971000000000002e-02	7.6386507031509321e-01	6.4369832948451478e-01	-4.6503924257663372e-02	-6.3840799999999998e-01	7.6779900000000001e-01	5.4031000000000003e-02	-6.4139392156738007e-01	7.6517074433312626e-01	5.5924676066180817e-02	7.3833999999999997e-02	-8.7849999999999994e-03	9.9723200000000001e-01	7.1582062899410839e-02	-1.2891572267746903e-02	9.9735140027752034e-01
8.0000000000000002e-02	7.6481399999999999e-01	6.4232599999999995e-01	-4.9763000000000002e-02	7.6185082361192413e-01	6.4553796944945707e-01	-5.3516843712097729e-02	-6.3840399999999997e-01	7.6764399999999999e-01	5.6243000000000001e-02	-6.4328225121741534e-01	7.6369613630680999e-01	5.4370549553086255e-02	7.4327000000000004e-02	-1.1247000000000000e-02	9.9717100000000003e-01	7.5968860926614798e-02	-6.9958122560828820e-03	9.9708564866835292e-01
1.0000000000000001e-01	7.6702300000000001e-01	6.3870000000000005e-01	-6.1148000000000001e-02	7.5976575414068459e-01	6.4756565356178009e-01	-5.8435632640891376e-02	-6.4235200000000003e-01	7.6467499999999999e-01	5.1541999999999998e-02	-6.4544621127049595e-01	7.6200680121652542e-01	5.2391060843626748e-02	7.9680000000000001e-02	-2.5599999999999999e-04	9.9682099999999996e-01	7.8455001061747784e-02	-2.0878761608306992e-03	9.9691546962695798e-01
1.2000000000000000e-01	7.5355700000000003e-01	6.5454800000000002e-01	-6.0982000000000001e-02	7.5735542660838628e-01	6.5011163652445858e-01	-6.1380924091443530e-02	-6.4680300000000002e-01	7.6109899999999997e-01	4.8730000000000002e-02	-6.4820151437336149e-01	7.5983596796535435e-01	4.9840731838865282e-02	7.8312000000000007e-02	2.7230000000000002e-03	9.9692499999999995e-01	7.9041473612971327e-02	2.0400592254120457e-03	9.9686924097769536e-01
1.4000000000000001e-01	7.5002300000000000e-01	6.5872600000000003e-01	-5.9541999999999998e-02	7.5513390295683436e-01	6.5258430007295987e-01	-6.2502159190410536e-02	-6.4958199999999999e-01	7.5885499999999995e-01	4.6715000000000000e-02	-6.5095207360000995e-01	7.5769544545506629e-01	4.6465146211933241e-02	7.5960000000000000e-02	3.6410000000000001e-03	9.9710399999999999e-01	7.7680026268183766e-02	5.5985029189985491e-03	9.9696262231040567e-01
1.6000000000000000e-01	7.5425299999999995e-01	6.5358899999999998e-01	-6.2641000000000002e-02	7.5359110118244621e-01	6.5444019494526839e-01	-6.1712911603871060e-02	-6.5387399999999996e-01	7.5534000000000001e-01	4.3706000000000002e-02	-6.5314297584588854e-01	7.5606484813391717e-01	4.2073727187094664e-02	7.5881000000000004e-02	7.9939999999999994e-03	9.9708500000000000e-01	7.4193701362078909e-02	8.6009683312941176e-03	9.9720675791029367e-01
1.7999999999999999e-01	7.5473800000000002e-01	6.5324499999999996e-01	-6.0345999999999997e-02	7.5265910294525640e-01	6.5578551167282362e-01	-5.8733614171572746e-02	-6.5504899999999999e-01	7.5472099999999998e-01	3.6153999999999999e-02	-6.5484912602230194e-01	7.5486918523097002e-01	3.6676086712723391e-02	6.9162000000000001e-02	1.2241999999999999e-02	9.9753000000000003e-01	6.8387841766425414e-02	1.0857065383644667e-02	9.9759973297399485e-01
2.0000000000000001e-01	7.5213099999999999e-01	6.5675799999999995e-01	-5.4475000000000003e-02	7.5177506222025314e-01	6.5725488610066718e-01	-5.3387924856969519e-02	-6.5554699999999999e-01	7.5451999999999997e-01	3.0936999999999999e-02	-6.5666124583656560e-01	7.5357029144062448e-01	3.0460204767236865e-02	6.1421000000000003e-02	1.2442000000000000e-02	9.9803399999999998e-01	6.0251672508769956e-02	1.2158558915075413e-02	9.9810916507414393e-01
2.2000000000000000e-01	7.5394200000000000e-01	6.5528200000000003e-01	-4.6656999999999997e-02	7.5036648542293349e-01	6.5942977447002871e-01	-4.5853136168003739e-02	-6.5976100000000004e-01	7.5114800000000004e-01	2.2197000000000001e-02	-6.5912377470445449e-01	7.5166259302073202e-01	2.3647322738548894e-02	4.9591999999999997e-02	1.4047000000000000e-02	9.9867099999999998e-01	5.0059835930475693e-02	1.2478733740105217e-02	9.9866826025004807e-01
2.3999999999999999e-01	7.4077499999999996e-01	6.7087500000000000e-01	-3.4321999999999998e-02	7.4828970056547295e-01	6.6236001094529451e-01	-3.6629768333750021e-02	-6.6234599999999999e-01	7.4902899999999994e-01	1.5906000000000000e-02	-6.6226577288001365e-01	7.4908969844550033e-01	1.6391148662241554e-02	3.6381999999999998e-02	1.0951000000000001e-02	9.9927800000000000e-01	3.8295823522585599e-02	1.1993314111573918e-02	9.9919447071996359e-01
2.6000000000000001e-01	7.5473100000000004e-01	6.5557100000000001e-01	-2.4636999999999999e-02	7.4589961637275548e-01	6.6553934909146295e-01	-2.6289486603733828e-02	-6.6008100000000003e-01	7.5110299999999997e-01	1.1684000000000000e-02	-6.6557012604057819e-01	7.4628304082664065e-01	8.8334759224002000e-03	2.6165000000000001e-02	7.4440000000000001e-03	9.9963000000000002e-01	2.5498423820015052e-02	1.0908610610632931e-02	9.9961534231785409e-01
